id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed,total_stats,primary_type,secondary_type,height_m,weight_kg,bmi,atk_def_ratio,sp_atk_sp_def_ratio
404,luxio,127,9,305,electric,"rivalry, intimidate, guts","headbutt, tackle, take-down, double-edge, leer",60.0,85.0,49.0,60.0,49.0,60.0,363.0,electric,,0.9,30.5,37.654320987654316,1.7346938775510203,1.2244897959183674
405,luxray,235,14,420,electric,"rivalry, intimidate, guts","headbutt, tackle, body-slam, take-down, double-edge",80.0,120.0,79.0,95.0,79.0,70.0,523.0,electric,,1.4,42.0,21.42857142857143,1.518987341772152,1.2025316455696202
406,budew,56,2,12,"grass, poison","natural-cure, poison-point, leaf-guard","swords-dance, cut, poison-sting, pin-missile, absorb",40.0,30.0,35.0,50.0,70.0,55.0,280.0,grass,poison,0.2,1.2,29.999999999999993,0.8571428571428571,0.7142857142857143
407,roserade,232,9,145,"grass, poison","natural-cure, poison-point, technician","swords-dance, cut, body-slam, poison-sting, pin-missile",60.0,70.0,65.0,125.0,105.0,90.0,515.0,grass,poison,0.9,14.5,17.901234567901234,1.0769230769230769,1.1904761904761905
408,cranidos,70,9,315,rock,"mold-breaker, sheer-force","fire-punch, thunder-punch, swords-dance, whirlwind, slam",67.0,125.0,40.0,30.0,30.0,58.0,350.0,rock,,0.9,31.5,38.888888888888886,3.125,1.0
409,rampardos,173,16,1025,rock,"mold-breaker, sheer-force","fire-punch, thunder-punch, swords-dance, cut, whirlwind",97.0,165.0,60.0,65.0,50.0,58.0,495.0,rock,,1.6,102.5,40.03906249999999,2.75,1.3
410,shieldon,70,5,570,"rock, steel","sturdy, soundproof","headbutt, tackle, body-slam, take-down, double-edge",30.0,42.0,118.0,42.0,88.0,30.0,350.0,rock,steel,0.5,57.0,228.0,0.3559322033898305,0.4772727272727273
411,bastiodon,173,13,1495,"rock, steel","sturdy, soundproof","headbutt, tackle, body-slam, take-down, double-edge",60.0,52.0,168.0,47.0,138.0,30.0,495.0,rock,steel,1.3,149.5,88.46153846153845,0.30952380952380953,0.34057971014492755
412,burmy-plant,45,2,34,bug,"shed-skin, overcoat","tackle, string-shot, snore, protect, hidden-power",40.0,29.0,45.0,29.0,45.0,36.0,224.0,bug,,0.2,3.4,84.99999999999999,0.6444444444444445,0.6444444444444445
413,wormadam-plant,148,5,65,"bug, grass","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, growth",60.0,59.0,85.0,79.0,105.0,36.0,424.0,bug,grass,0.5,6.5,26.0,0.6941176470588235,0.7523809523809524
414,mothim-plant,148,9,233,"bug, flying","swarm, tinted-lens","gust, tackle, psybeam, hyper-beam, solar-beam",70.0,94.0,50.0,94.0,50.0,66.0,424.0,bug,flying,0.9,23.3,28.76543209876543,1.88,1.88
415,combee,49,3,55,"bug, flying","honey-gather, hustle","gust, string-shot, swift, snore, mud-slap",30.0,30.0,42.0,30.0,42.0,70.0,244.0,bug,flying,0.3,5.5,61.111111111111114,0.7142857142857143,0.7142857142857143
416,vespiquen,166,12,385,"bug, flying","pressure, unnerve","cut, gust, take-down, poison-sting, pin-missile",70.0,80.0,102.0,80.0,102.0,40.0,474.0,bug,flying,1.2,38.5,26.73611111111111,0.7843137254901961,0.7843137254901961
417,pachirisu,142,4,39,electric,"run-away, pickup, volt-absorb","thunder-punch, cut, headbutt, take-down, tail-whip",60.0,45.0,70.0,45.0,90.0,95.0,405.0,electric,,0.4,3.9,24.374999999999996,0.6428571428571429,0.5
418,buizel,66,7,295,water,"swift-swim, water-veil","double-slap, ice-punch, razor-wind, headbutt, tackle",55.0,65.0,35.0,60.0,30.0,85.0,330.0,water,,0.7,29.5,60.20408163265307,1.8571428571428572,2.0
419,floatzel,173,11,335,water,"swift-swim, water-veil","ice-punch, razor-wind, headbutt, tackle, body-slam",85.0,105.0,55.0,85.0,50.0,115.0,495.0,water,,1.1,33.5,27.685950413223136,1.9090909090909092,1.7
420,cherubi,55,4,33,grass,chlorophyll,"swords-dance, tackle, take-down, double-edge, absorb",45.0,35.0,45.0,62.0,53.0,35.0,275.0,grass,,0.4,3.3,20.624999999999996,0.7777777777777778,1.169811320754717
421,cherrim-overcast,158,5,93,grass,flower-gift,"swords-dance, tackle, take-down, double-edge, hyper-beam",70.0,60.0,70.0,87.0,78.0,85.0,450.0,grass,,0.5,9.3,37.2,0.8571428571428571,1.1153846153846154
422,shellos-west,65,3,63,water,"sticky-hold, storm-drain, sand-force","headbutt, tackle, body-slam, take-down, mist",76.0,48.0,48.0,57.0,62.0,34.0,325.0,water,,0.3,6.3,70.0,1.0,0.9193548387096774
423,gastrodon-west,166,9,299,"water, ground","sticky-hold, storm-drain, sand-force","headbutt, tackle, body-slam, take-down, water-gun",111.0,83.0,68.0,92.0,82.0,39.0,475.0,water,ground,0.9,29.9,36.913580246913575,1.2205882352941178,1.1219512195121952
424,ambipom,169,12,203,normal,"technician, pickup, skill-link","fire-punch, ice-punch, thunder-punch, scratch, cut",75.0,100.0,66.0,60.0,66.0,115.0,482.0,normal,,1.2,20.3,14.097222222222223,1.5151515151515151,0.9090909090909091
425,drifloon,70,4,12,"ghost, flying","aftermath, unburden, flare-boost","cut, gust, fly, bind, body-slam",90.0,50.0,34.0,60.0,44.0,70.0,348.0,ghost,flying,0.4,1.2,7.499999999999998,1.4705882352941178,1.3636363636363635
426,drifblim,174,12,150,"ghost, flying","aftermath, unburden, flare-boost","cut, gust, fly, bind, body-slam",150.0,80.0,44.0,90.0,54.0,80.0,498.0,ghost,flying,1.2,15.0,10.416666666666668,1.8181818181818181,1.6666666666666667
427,buneary,70,4,55,normal,"run-away, klutz, limber","pound, mega-punch, fire-punch, ice-punch, thunder-punch",55.0,66.0,44.0,44.0,56.0,85.0,350.0,normal,,0.4,5.5,34.37499999999999,1.5,0.7857142857142857
428,lopunny,168,12,333,normal,"cute-charm, klutz, limber","pound, mega-punch, fire-punch, ice-punch, thunder-punch",65.0,76.0,84.0,54.0,96.0,105.0,480.0,normal,,1.2,33.3,23.125,0.9047619047619048,0.5625
429,mismagius,173,9,44,ghost,levitate,"headbutt, growl, psybeam, hyper-beam, thunderbolt",60.0,60.0,60.0,105.0,105.0,105.0,495.0,ghost,,0.9,4.4,5.432098765432099,1.0,1.0
430,honchkrow,177,9,273,"dark, flying","insomnia, super-luck, moxie","gust, wing-attack, fly, take-down, double-edge",100.0,125.0,52.0,105.0,52.0,71.0,505.0,dark,flying,0.9,27.3,33.7037037037037,2.4038461538461537,2.019230769230769
431,glameow,62,5,39,normal,"limber, own-tempo, keen-eye","scratch, cut, sand-attack, headbutt, tackle",49.0,55.0,42.0,42.0,37.0,85.0,310.0,normal,,0.5,3.9,15.6,1.3095238095238095,1.135135135135135
432,purugly,158,10,438,normal,"thick-fat, own-tempo, defiant","scratch, cut, headbutt, tackle, body-slam",71.0,82.0,64.0,64.0,59.0,112.0,452.0,normal,,1.0,43.8,43.8,1.28125,1.0847457627118644
433,chingling,57,2,6,psychic,levitate,"bind, tackle, wrap, double-edge, growl",45.0,30.0,50.0,65.0,50.0,45.0,285.0,psychic,,0.2,0.6,14.999999999999996,0.6,1.3
434,stunky,66,4,192,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam",63.0,63.0,47.0,41.0,41.0,74.0,329.0,poison,dark,0.4,19.2,119.99999999999997,1.3404255319148937,1.0
435,skuntank,168,10,380,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam",103.0,93.0,67.0,71.0,61.0,84.0,479.0,poison,dark,1.0,38.0,38.0,1.3880597014925373,1.1639344262295082
436,bronzor,60,5,605,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, solar-beam, earthquake",57.0,24.0,86.0,24.0,86.0,23.0,300.0,steel,psychic,0.5,60.5,242.0,0.27906976744186046,0.27906976744186046
437,bronzong,175,13,1870,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, psybeam, hyper-beam",67.0,89.0,116.0,79.0,116.0,33.0,500.0,steel,psychic,1.3,187.0,110.65088757396448,0.7672413793103449,0.6810344827586207
438,bonsly,58,5,150,rock,"sturdy, rock-head, rattled","slam, headbutt, tackle, body-slam, take-down",50.0,80.0,95.0,10.0,45.0,10.0,290.0,rock,,0.5,15.0,60.0,0.8421052631578947,0.2222222222222222
439,mime-jr,62,6,130,"psychic, fairy","soundproof, filter, technician","pound, double-slap, headbutt, psybeam, solar-beam",20.0,25.0,45.0,70.0,90.0,60.0,310.0,psychic,fairy,0.6,13.0,36.111111111111114,0.5555555555555556,0.7777777777777778
440,happiny,110,6,244,normal,"natural-cure, serene-grace, friend-guard","pound, headbutt, tackle, take-down, double-edge",100.0,5.0,5.0,15.0,65.0,30.0,220.0,normal,,0.6,24.4,67.77777777777777,1.0,0.23076923076923078
441,chatot,144,5,19,"normal, flying","keen-eye, tangled-feet, big-pecks","gust, fly, fury-attack, growl, sing",76.0,65.0,45.0,92.0,42.0,91.0,411.0,normal,flying,0.5,1.9,7.6,1.4444444444444444,2.1904761904761907
442,spiritomb,170,10,1080,"ghost, dark","pressure, infiltrator","body-slam, disable, psybeam, hyper-beam, toxic",50.0,92.0,108.0,92.0,108.0,35.0,485.0,ghost,dark,1.0,108.0,108.0,0.8518518518518519,0.8518518518518519
443,gible,60,7,205,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle",58.0,70.0,45.0,40.0,45.0,42.0,300.0,dragon,ground,0.7,20.5,41.83673469387756,1.5555555555555556,0.8888888888888888
444,gabite,144,14,560,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle",68.0,90.0,65.0,50.0,55.0,82.0,410.0,dragon,ground,1.4,56.0,28.571428571428577,1.3846153846153846,0.9090909090909091
445,garchomp,270,19,950,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle",108.0,130.0,95.0,80.0,85.0,102.0,600.0,dragon,ground,1.9,95.0,26.315789473684212,1.368421052631579,0.9411764705882353
446,munchlax,78,6,1050,normal,"pickup, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",135.0,85.0,40.0,40.0,85.0,5.0,390.0,normal,,0.6,105.0,291.6666666666667,2.125,0.47058823529411764
447,riolu,57,7,202,fighting,"steadfast, inner-focus, prankster","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick",40.0,70.0,40.0,35.0,40.0,60.0,285.0,fighting,,0.7,20.2,41.22448979591837,1.75,0.875
448,lucario,184,12,540,"fighting, steel","steadfast, inner-focus, justified","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick",70.0,110.0,70.0,115.0,70.0,90.0,525.0,fighting,steel,1.2,54.0,37.5,1.5714285714285714,1.6428571428571428
449,hippopotas,66,8,495,ground,"sand-stream, sand-force","whirlwind, sand-attack, headbutt, tackle, body-slam",68.0,72.0,78.0,38.0,42.0,32.0,330.0,ground,,0.8,49.5,77.34374999999999,0.9230769230769231,0.9047619047619048
450,hippowdon,184,20,3000,ground,"sand-stream, sand-force","sand-attack, headbutt, tackle, body-slam, take-down",108.0,112.0,118.0,68.0,72.0,47.0,525.0,ground,,2.0,300.0,75.0,0.9491525423728814,0.9444444444444444
451,skorupi,66,8,120,"poison, bug","battle-armor, sniper, keen-eye","swords-dance, cut, whirlwind, sand-attack, headbutt",40.0,50.0,90.0,30.0,55.0,65.0,330.0,poison,bug,0.8,12.0,18.749999999999996,0.5555555555555556,0.5454545454545454
452,drapion,175,13,615,"poison, dark","battle-armor, sniper, keen-eye","swords-dance, cut, headbutt, poison-sting, pin-missile",70.0,90.0,110.0,60.0,75.0,95.0,500.0,poison,dark,1.3,61.5,36.390532544378694,0.8181818181818182,0.8
453,croagunk,60,7,230,"poison, fighting","anticipation, dry-skin, poison-touch","mega-punch, ice-punch, thunder-punch, mega-kick, headbutt",48.0,61.0,40.0,61.0,40.0,50.0,300.0,poison,fighting,0.7,23.0,46.93877551020409,1.525,1.525
454,toxicroak,172,13,444,"poison, fighting","anticipation, dry-skin, poison-touch","mega-punch, ice-punch, thunder-punch, swords-dance, cut",83.0,106.0,65.0,86.0,65.0,85.0,490.0,poison,fighting,1.3,44.4,26.272189349112423,1.6307692307692307,1.323076923076923
455,carnivine,159,14,270,grass,levitate,"swords-dance, cut, bind, slam, vine-whip",74.0,100.0,72.0,90.0,72.0,46.0,454.0,grass,,1.4,27.0,13.775510204081634,1.3888888888888888,1.25
456,finneon,66,4,70,water,"swift-swim, storm-drain, water-veil","pound, gust, take-down, water-gun, hydro-pump",49.0,49.0,56.0,49.0,61.0,66.0,330.0,water,,0.4,7.0,43.74999999999999,0.875,0.8032786885245902
457,lumineon,161,12,240,water,"swift-swim, storm-drain, water-veil","pound, gust, take-down, water-gun, hydro-pump",69.0,69.0,76.0,69.0,86.0,91.0,460.0,water,,1.2,24.0,16.666666666666668,0.9078947368421053,0.8023255813953488
458,mantyke,69,10,650,"water, flying","swift-swim, water-absorb, water-veil","wing-attack, slam, headbutt, tackle, take-down",45.0,20.0,50.0,60.0,120.0,50.0,345.0,water,flying,1.0,65.0,65.0,0.4,0.5
459,snover,67,10,505,"grass, ice","snow-warning, soundproof","mega-punch, ice-punch, swords-dance, stomp, headbutt",60.0,62.0,50.0,62.0,60.0,40.0,334.0,grass,ice,1.0,50.5,50.5,1.24,1.0333333333333334
460,abomasnow,173,22,1355,"grass, ice","snow-warning, soundproof","mega-punch, ice-punch, swords-dance, mega-kick, headbutt",90.0,92.0,75.0,92.0,85.0,60.0,494.0,grass,ice,2.2,135.5,27.995867768595037,1.2266666666666666,1.0823529411764705
461,weavile,179,11,340,"dark, ice","pressure, pickpocket","mega-punch, ice-punch, scratch, swords-dance, cut",70.0,120.0,65.0,45.0,85.0,125.0,510.0,dark,ice,1.1,34.0,28.099173553719005,1.8461538461538463,0.5294117647058824
462,magnezone,241,12,1800,"electric, steel","magnet-pull, sturdy, analytic","tackle, body-slam, take-down, double-edge, supersonic",70.0,70.0,115.0,130.0,90.0,60.0,535.0,electric,steel,1.2,180.0,125.0,0.6086956521739131,1.4444444444444444
463,lickilicky,180,17,1400,normal,"own-tempo, oblivious, cloud-nine","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",110.0,85.0,95.0,80.0,95.0,50.0,515.0,normal,,1.7,140.0,48.44290657439447,0.8947368421052632,0.8421052631578947
464,rhyperior,241,24,2828,"ground, rock","lightning-rod, solid-rock, reckless","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",115.0,140.0,130.0,55.0,55.0,40.0,535.0,ground,rock,2.4,282.8,49.09722222222223,1.0769230769230769,1.0
465,tangrowth,187,20,1286,grass,"chlorophyll, leaf-guard, regenerator","swords-dance, cut, bind, slam, vine-whip",100.0,100.0,125.0,110.0,50.0,50.0,535.0,grass,,2.0,128.6,32.15,0.8,2.2
466,electivire,243,18,1386,electric,"motor-drive, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",75.0,123.0,67.0,95.0,85.0,95.0,540.0,electric,,1.8,138.6,42.77777777777777,1.835820895522388,1.1176470588235294
467,magmortar,243,16,680,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt",75.0,95.0,67.0,125.0,95.0,83.0,540.0,fire,,1.6,68.0,26.562499999999996,1.4179104477611941,1.3157894736842106
468,togekiss,245,15,380,"fairy, flying","hustle, serene-grace, super-luck","pound, mega-punch, fly, mega-kick, headbutt",85.0,50.0,95.0,120.0,115.0,80.0,545.0,fairy,flying,1.5,38.0,16.88888888888889,0.5263157894736842,1.0434782608695652
469,yanmega,180,19,515,"bug, flying","speed-boost, tinted-lens, frisk","swords-dance, gust, wing-attack, whirlwind, headbutt",86.0,76.0,86.0,116.0,56.0,95.0,515.0,bug,flying,1.9,51.5,14.265927977839336,0.8837209302325582,2.0714285714285716
470,leafeon,184,10,255,grass,"leaf-guard, chlorophyll","pay-day, swords-dance, sand-attack, headbutt, tackle",65.0,110.0,130.0,60.0,65.0,95.0,525.0,grass,,1.0,25.5,25.5,0.8461538461538461,0.9230769230769231
471,glaceon,184,8,259,ice,"snow-cloak, ice-body","pay-day, sand-attack, headbutt, tackle, body-slam",65.0,60.0,110.0,130.0,95.0,65.0,525.0,ice,,0.8,25.9,40.46874999999999,0.5454545454545454,1.368421052631579
472,gliscor,179,20,425,"ground, flying","hyper-cutter, sand-veil, poison-heal","guillotine, swords-dance, cut, wing-attack, sand-attack",75.0,95.0,125.0,45.0,75.0,95.0,510.0,ground,flying,2.0,42.5,10.625,0.76,0.6
473,mamoswine,239,25,2910,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, fury-attack, tackle, body-slam, take-down",110.0,130.0,80.0,70.0,60.0,80.0,530.0,ice,ground,2.5,291.0,46.56,1.625,1.1666666666666667
474,porygon-z,241,9,340,normal,"adaptability, download, analytic","tackle, take-down, double-edge, ice-beam, blizzard",85.0,80.0,70.0,135.0,75.0,90.0,535.0,normal,,0.9,34.0,41.9753086419753,1.1428571428571428,1.8
475,gallade,233,16,520,"psychic, fighting","steadfast, sharpness, justified","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",68.0,125.0,65.0,65.0,115.0,80.0,518.0,psychic,fighting,1.6,52.0,20.312499999999996,1.9230769230769231,0.5652173913043478
476,probopass,184,14,3400,"rock, steel","sturdy, magnet-pull, sand-force","fire-punch, ice-punch, thunder-punch, headbutt, tackle",60.0,55.0,145.0,75.0,150.0,40.0,525.0,rock,steel,1.4,340.0,173.46938775510208,0.3793103448275862,0.5
477,dusknoir,236,22,1066,ghost,"pressure, frisk","mega-punch, fire-punch, ice-punch, thunder-punch, bind",45.0,100.0,135.0,65.0,135.0,45.0,525.0,ghost,,2.2,106.6,22.024793388429746,0.7407407407407407,0.48148148148148145
478,froslass,168,13,266,"ice, ghost","snow-cloak, cursed-body","ice-punch, headbutt, body-slam, take-down, leer",70.0,80.0,70.0,80.0,70.0,110.0,480.0,ice,ghost,1.3,26.6,15.7396449704142,1.1428571428571428,1.1428571428571428
479,rotom,154,3,3,"electric, ghost",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50.0,50.0,77.0,95.0,77.0,91.0,440.0,electric,ghost,0.3,0.3,3.3333333333333335,0.6493506493506493,1.2337662337662338
480,uxie,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, psybeam",75.0,75.0,130.0,75.0,130.0,95.0,580.0,psychic,,0.3,0.3,3.3333333333333335,0.5769230769230769,0.5769230769230769
481,mesprit,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, double-edge",80.0,105.0,105.0,105.0,105.0,80.0,580.0,psychic,,0.3,0.3,3.3333333333333335,1.0,1.0
482,azelf,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, double-edge",75.0,125.0,70.0,125.0,70.0,115.0,580.0,psychic,,0.3,0.3,3.3333333333333335,1.7857142857142858,1.7857142857142858
483,dialga,306,54,6830,"steel, dragon","pressure, telepathy","cut, headbutt, body-slam, take-down, roar",100.0,120.0,120.0,150.0,100.0,90.0,680.0,steel,dragon,5.4,683.0,23.422496570644714,1.0,1.5
484,palkia,306,42,3360,"water, dragon","pressure, telepathy","cut, headbutt, body-slam, take-down, roar",90.0,120.0,100.0,150.0,120.0,100.0,680.0,water,dragon,4.2,336.0,19.047619047619047,1.2,1.25
485,heatran,270,17,4300,"fire, steel","flash-fire, flame-body","headbutt, body-slam, take-down, leer, roar",91.0,90.0,106.0,130.0,106.0,77.0,600.0,fire,steel,1.7,430.0,148.78892733564015,0.8490566037735849,1.2264150943396226
486,regigigas,302,37,4200,normal,slow-start,"pound, mega-punch, fire-punch, ice-punch, thunder-punch",110.0,160.0,110.0,80.0,110.0,100.0,670.0,normal,,3.7,420.0,30.67932797662527,1.4545454545454546,0.7272727272727273
487,giratina-altered,306,45,7500,"ghost, dragon","pressure, telepathy","cut, fly, headbutt, body-slam, take-down",150.0,100.0,120.0,100.0,120.0,90.0,680.0,ghost,dragon,4.5,750.0,37.03703703703704,0.8333333333333334,0.8333333333333334
488,cresselia,270,15,856,psychic,levitate,"tackle, body-slam, mist, ice-beam, psybeam",120.0,70.0,110.0,75.0,120.0,85.0,580.0,psychic,,1.5,85.6,38.044444444444444,0.6363636363636364,0.625
489,phione,216,4,31,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam",80.0,80.0,80.0,80.0,80.0,80.0,480.0,water,,0.4,3.1,19.374999999999996,1.0,1.0
490,manaphy,270,3,14,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam",100.0,100.0,100.0,100.0,100.0,100.0,600.0,water,,0.3,1.4,15.555555555555555,1.0,1.0
491,darkrai,270,15,505,dark,bad-dreams,"swords-dance, cut, headbutt, disable, ice-beam",70.0,90.0,90.0,135.0,90.0,125.0,600.0,dark,,1.5,50.5,22.444444444444443,1.0,1.5
492,shaymin-land,270,2,21,grass,natural-cure,"swords-dance, headbutt, take-down, double-edge, hyper-beam",100.0,100.0,100.0,100.0,100.0,100.0,600.0,grass,,0.2,2.1,52.49999999999999,1.0,1.0
493,arceus-normal,324,32,3200,normal,multitype,"swords-dance, cut, fly, headbutt, body-slam",120.0,120.0,120.0,120.0,120.0,120.0,720.0,normal,,3.2,320.0,31.249999999999993,1.0,1.0
494,victini,270,4,40,"psychic, fire",victory-star,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt",100.0,100.0,100.0,100.0,100.0,100.0,600.0,psychic,fire,0.4,4.0,24.999999999999996,1.0,1.0
495,snivy,62,6,81,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip",45.0,45.0,55.0,45.0,55.0,63.0,308.0,grass,,0.6,8.1,22.5,0.8181818181818182,0.8181818181818182
496,servine,145,8,160,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip",60.0,60.0,75.0,60.0,75.0,83.0,413.0,grass,,0.8,16.0,24.999999999999996,0.8,0.8
497,serperior,238,33,630,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip",75.0,75.0,95.0,75.0,95.0,113.0,528.0,grass,,3.3,63.0,5.785123966942149,0.7894736842105263,0.7894736842105263
498,tepig,62,5,99,fire,"blaze, thick-fat","fire-punch, tackle, body-slam, take-down, thrash",65.0,63.0,45.0,45.0,45.0,45.0,308.0,fire,,0.5,9.9,39.6,1.4,1.0
